treat,,,CTR,CTR,CTR,CTR,CTR,HFD,HFD,HFD,HFD,HFD
mouse,,,AL1A,CC1A,CC1B,CC2B,CC3A,HF1A,HF1B,HF2B,HF3A,HF3B
coarse,mid,fine,,,,,,,,,,
1097,1,1,1.4001744675812806,0.4450776440340819,1.0157944185510923,0.6676916460435695,0.3829771531936208,0.556806958086794,0.2210412914367442,0.7725731346424418,0.9567719923513034,0.41394716198121095
315,345,2,0.742472065799035,0.6492429880603311,0.6439054705336661,0.382953836252283,0.4087218406020344,0.647133997824712,0.602368586232193,0.5558918314625858,0.4788625829851924,0.5764323867807976
1009,1009,6,0.7808632749156607,0.5259627249619818,0.5407765046636387,0.387433418111936,0.29779375153100873,0.468381509740586,0.5596961637694441,0.49453078908293907,0.46973639693427766,0.29949575243088794
771,7,7,1.1079326979728774,1.4783943722992763,1.0200932399780491,1.8258015477331946,1.1362972923736772,1.3740123367516888,1.299861894721602,0.9997262555849687,1.4139198922802012,1.2342175050144546
315,361,9,1.274156827834657,0.9310656630318934,1.1986972794738138,1.061576973162339,0.7966075351436894,1.0241125562826758,0.9499395027664944,0.9131764685038477,1.137364911714588,1.1761202241671516
313,294,10,1.0842624829710432,1.2771286356491216,1.192708213796406,1.0712569210766743,1.0554655996910942,1.0728909272233653,1.2247758594741358,1.2655271488021795,1.1167933344791696,0.8472467485921544
313,12,12,0.8645307887439836,0.8807400122514287,0.935767804591811,0.8981147754312735,0.47272183497747045,0.7847582682911065,1.0966200429458266,0.8623932508801904,1.0720833118016786,0.5291994360953645
549,15,15,0.8543426736261387,1.102410794092076,1.0304422546309766,1.2911785617525489,0.6979512850446727,1.1406083171325603,1.0897144721656222,1.1518450573423074,1.1794216460353109,0.9068646673979054
313,294,17,1.1171780408429273,1.3748465092428173,1.166744424321064,1.0453313029478457,1.1419580821306512,1.0974824892456394,1.2400016941104648,1.2117442336075106,1.135574037239206,0.8823945158057146
1089,19,19,0.7439148741492458,0.7659016116047466,0.9684008952934002,0.9611388960226125,0.6662478251984911,0.8706796278692782,0.9950201196580494,1.0550961397373082,0.8743504709212218,0.9570094271750612
1089,918,20,0.8463925550589706,0.7756458001600729,0.9656799329014973,0.8447937492901755,0.8649292316530354,0.8430025349039015,0.7991575181077393,0.9591698229520176,0.8814285164689749,0.8434190844667909
477,23,23,0.8128262404472306,0.8916240841791967,0.9348993011660878,1.2116471501576072,0.9050163570696595,0.8533571230458588,0.840121805162598,1.0629681448727266,0.9611833118312814,0.777188060724802
313,294,26,0.9619902914208225,1.125232944960215,1.0258777638805185,0.8225778288588643,1.0740465758770306,1.018240191462419,1.0242928129061397,1.010687254050822,0.8829005779539599,0.8879039203096839
549,27,27,1.5016382279875362,1.1578750531318072,1.0212971531715342,0.7466517613756491,0.9102077094569198,0.948147387390494,1.0862854051383881,0.9830039296378834,1.37959839576991,0.5930818029758883
1089,918,28,0.8775940888751981,0.766499739251242,0.8920072657672092,0.7237724689067843,0.7390736761199879,0.8219176238332087,0.7387711715379145,0.9214653696222693,0.8276704320211704,0.7240647485085123
1097,30,30,0.9016613455551185,0.682997453903689,0.7958157980718409,0.7825056258681965,0.6455907604952253,,0.7304311467492575,0.509121411551884,0.8097925490808731,0.9321845190418493
315,385,33,1.037333528077223,0.9925424420623813,0.961641923092974,0.854386190076201,0.9980568807682223,0.9630044721609834,0.9344688357178209,0.9950922283110853,0.8782908546836488,0.9047757265597601
313,35,35,1.398167871891205,1.457157693173071,1.170635248887389,1.4932232611065033,1.9752397081142763,1.1017534732279939,1.566079306124216,1.5670947022292672,1.1994445433093468,2.105525636452112
315,1057,36,0.9701724865184196,0.7582203150889636,0.7356650896397646,0.7389775762023322,0.7261081108084134,0.7159851593529178,0.676880291128604,0.7339499001589099,0.6237856956009238,0.8710230092801478
1097,38,38,0.8505387976379359,0.6065956202747794,0.8243134821951532,0.8617840116573724,0.7497960871543136,0.8244658203651773,0.6345900370756392,0.7845784255044126,0.8629740525895176,0.8355253774133714
315,533,41,0.8807377172360341,0.8967099331511235,1.0021829507942268,0.9412706915555313,1.1882610290609272,1.0168741299916793,0.8492534419537644,0.9785088180319494,1.06049244908608,1.2041476762060646
313,294,42,0.8169483167359887,1.0606323353045581,0.9928821491758235,0.7866764628797152,0.9688232342927677,0.9927575564972998,1.021427176897485,0.9141492972104271,0.9122761954021036,0.8651287307937989
313,795,50,1.1545542496288457,1.0474503565318307,0.8130728104383068,0.6222381708131229,1.1661238822612767,0.9162576743975864,0.9651169823595356,0.7133910168487315,1.345845304405457,0.49240327534139666
1089,918,52,0.9265668047859811,0.8345053089274624,1.0281003976352505,0.8816913221594859,0.8602530087156004,0.9125949658379889,0.8433256401342495,0.9925589883880681,0.9182619917231225,0.8893743626397345
1009,1009,54,1.2849612222041977,0.9931850482811485,0.6797509734578732,0.5112399482467186,0.9163425063278109,0.7017656179294022,0.9933305173721587,0.6850610433225305,0.8279099293982082,1.031571465204661
477,56,56,0.7292233281373622,0.5743838561906005,0.8250892330629714,0.7810599676401403,0.5474238611721869,0.7675655558605121,0.715395617382353,0.8169684647510193,0.8668292942350355,0.7513776825751686
313,58,58,0.8066435221765756,0.9160856857759068,0.8079566318301465,1.0488806279978422,0.7000119262365295,0.9139702391325509,1.0847712310092823,1.0211751658478039,0.9670472526256968,0.39434005995775095
549,59,59,1.0030777864789358,0.9269692089005871,1.135783539392037,1.1908067797692699,0.8075159567600887,1.096521330307161,0.8784628096315269,0.8142189376148785,1.0915981858172248,0.8916430157931429
1009,1009,62,0.9120317649036221,0.9579148003594508,0.7268882318652113,0.9653743321890697,1.0455319573164221,0.7403743299760839,0.8463481809647195,0.6648781234990959,0.750861394100173,0.7055206439625119
1097,63,63,0.6710122574492366,0.5751020004726602,0.9880695080510424,1.00679218549605,0.7364065747592815,1.0241882562826232,0.7409303402266274,1.0102340029891013,0.9378712045768082,0.7860383998777988
549,64,64,1.1647972065808878,1.5413428216565763,1.2226431816490215,1.1450791499482278,0.8016263037264824,1.6486444221651548,1.3085462581777214,1.3875168973219856,1.8697984967793038,0.9927237451562388
313,66,66,0.717746053583141,0.9816124517669029,0.7077456117845721,0.6777740367741174,0.48603892400457505,0.8962750822709256,1.0700762828075623,1.2026786808332628,0.8807780823144015,0.7006193349158384
313,795,67,1.0847481339915443,1.3508543290740291,0.8916314365397076,0.6893731517231119,0.7597443767341381,0.8565688093593572,1.5631020136294578,1.2849753262683312,1.339199461299526,0.7436518976320953
1097,72,72,0.940420410391,0.5909757367566215,0.9853557792157551,0.5614650709674309,0.5879113963745091,0.7729663428733423,0.6059008312847797,0.7650599779385618,0.656948764440556,0.7016162584290587
315,409,74,1.0073212722643772,0.943400713738326,0.9203634739596769,0.811503694363116,0.9788477848577998,0.9227211301068423,0.7710231993139469,0.8863808264094255,0.8007254808756651,0.6588030361492784
313,75,75,1.07269507662166,1.281745540560612,1.1033408800362217,0.761769931502414,0.6295586457700257,0.87452516767223,0.8530553145015527,0.9826125445191606,0.9365969937015172,0.30715981500127515
1009,1009,78,0.7624400227802695,0.9531096832969725,0.5496435723291059,0.9059541210660707,1.1063298433880655,0.8335436747937447,0.7590055015837011,0.8421979313128853,0.6070884601517471,0.6145194460886403
73,73,81,0.9300406187348143,0.5109089760085671,0.6904932132804361,0.4583509203541292,0.4618975822947506,0.6146195047721954,0.6739081160706794,0.5046442056098627,0.6749577002229268,0.4596439418932143
354,83,83,,,0.9760282174028243,,2.0250446468154544,0.753031717605625,1.2622166428848545,0.5613314626116774,,1.6978406878170547
315,972,84,0.9270300499166355,0.6901130489475673,0.8324693597989145,0.6655450631481757,0.5636998695014016,0.8016190960537306,0.695675982706102,0.7346677081785272,0.6955820771375305,0.7651997483158883
1097,88,88,0.8435368272958397,0.5998598482337175,0.8045804170879035,0.9710031882950759,0.6825659731204635,0.8481416261231981,0.6256723793785971,0.6747401856280453,0.8567097116464016,0.8857333709801505
512,91,91,,1.2231670121447835,1.157698225069596,0.9836685424325757,2.0658268567425555,0.9560825982831098,2.434405481617002,1.1817545863484582,1.2012421351447027,1.4555469164323687
1009,1009,93,0.8218821050926823,1.0169491682241887,0.7545647534420376,0.3722210502772658,1.04872735676232,0.9642778354338123,0.7525472839625664,0.9119996520990401,0.7766277043196407,0.49899649818738484
354,96,96,1.3154819031486062,1.419739037826064,1.336460713028763,1.8512071092832487,1.997259760623662,1.428919330997881,1.4146073996248254,1.811903893354937,1.4541903712616806,1.6709896749536073
315,541,97,0.8307981205996554,0.6393898623742301,0.8237219034090453,0.7419164101177638,0.804886715226654,0.7502148416096279,0.5672095912854355,0.78040342406974,0.706590883696346,0.7390799424470076
73,73,98,0.48771448850132615,0.35355255616122,0.6181781375700841,0.4957569290827181,0.35258427685822297,0.4449306911081658,0.5786895628960879,0.504806030002062,0.4060167847700525,0.5431979117264264
313,100,100,0.8737564348808569,0.7788392242889203,0.6049682475284749,0.3733135960710692,1.2328306101221156,0.5148120329880479,1.0210417395868165,1.0149823807646594,0.7959026150032273,1.3472574358663099
354,101,101,1.2528677431990018,1.8841464646453823,1.2122319343658083,2.1953417615903885,1.4759379166031357,1.5044837466605028,1.4237536692679646,1.5218859078802165,1.6220133536725796,1.4400915719459
1009,1009,102,1.0619492274553504,0.8357414144716637,0.95710179387604,0.8317269941232402,0.5352323084186987,0.8008074031042747,0.8204445340873427,0.8047665676504231,0.7918018807116112,0.3568360028051626
771,398,105,0.8991876465478014,1.5262043141074069,0.8303096657260348,1.8063061623917365,1.604150798591584,1.574337250509211,1.807971040067195,1.0050917250930944,1.0922860622891386,1.365003661782016
354,106,106,,,0.7639559651144149,0.7240091668167907,0.8870629286976873,1.045216282182574,1.1846058548398426,1.1057045918502784,0.7508912753370048,0.6980694307214399
73,73,108,0.8973472669664482,1.2681637064098774,1.2918157802525227,0.5873732999183751,0.5124180311891063,1.059342304461621,0.8337719350843128,0.7740630774292335,0.8594555268830013,0.5268252439136342
315,337,113,1.1014990984674562,1.3422359969327868,1.09228286820352,1.1149506993661578,1.2691991092412134,1.2660026485262774,1.2135149397889162,1.0974869624900223,1.4145313291020722,1.6058900901152227
771,398,114,1.1094563487132196,1.677673900847271,0.9514421440653164,1.928636257927263,1.5203026218757203,1.6424353300064785,1.6999076237643387,1.0951300054496678,1.4126729033757763,1.6523305092082812
313,115,115,1.1430846721196561,,1.0506266756865088,0.6090317472062554,1.476564641533113,1.0832885288903977,,1.339702141638496,1.108865570029969,0.8944943485237453
1009,1009,117,0.6205504693341531,1.0082814012146122,0.7068747914152048,0.4676752968749852,,0.6386952878474945,0.6112271580414942,0.9906986875864251,0.5497409008863977,0.5190984439448575
1097,118,118,0.5697979468564204,0.5044720408096407,0.966838551137802,0.8661273925385886,0.7331264823941804,0.9489428709273657,1.0407725277114994,0.7970191770450058,0.7843839716619369,0.6916071472791119
315,111,120,0.8669589615427272,0.5825764973325785,0.8026408188402068,0.7440633442865205,0.6848266004419543,0.7371955516728227,0.725987837318627,0.7103629308726956,0.6731353522731064,0.9431118558617952
315,409,121,0.8786283088586362,0.7319167706539432,0.6961680101934576,0.5598191651855488,0.7788472573609324,0.6394250104883594,0.611583324740898,0.6512983648656172,0.5630136686731909,0.40008243002695393
771,398,122,0.6975075124761309,1.534481330310186,0.8227892779011384,1.2397502709595951,1.9123765037226186,0.8939248445503282,1.3376451292991014,0.9453976055598062,1.0746898400965363,1.6709763957025763
771,867,123,1.2237317519454762,1.4112418470600199,0.816545004335402,1.6518263291959232,0.9115756556401015,1.4162415786196554,1.0672569053347298,0.8487926711905799,1.0889558003436368,1.0545563994191174
1009,1009,125,0.6377588142811441,0.5979765641830178,0.6082748731420528,0.4542830646401826,0.5875646571589899,0.6077887542505285,0.6639386182257594,0.7086320474385371,0.545077642162845,0.2655271789427718
1097,126,126,1.1685901353815564,0.47387200942391167,0.5502867857286948,0.3547539854187503,,0.6087026211818372,0.15807106457762649,1.1138535160781828,1.0777801566934662,0.47050505875430676
313,128,128,1.0394240248609223,1.0892858190514714,0.8655158721538404,0.7194036549917793,0.9039072001162355,0.8204645978236483,1.1005005637703258,0.9907161843161469,0.9868903996560189,0.6215821321816519
73,73,129,0.7696444418465993,0.7467891426815696,0.8450151623716224,0.7865391728569076,0.6506090229762874,0.7950707472011714,0.8177688931647856,0.7640338564939527,0.9659772988664587,0.717365885839783
703,131,131,0.8155374694265686,0.6873598045461039,0.9996465759241722,0.8405549008206132,0.6757098313825776,0.8320689876552965,0.5714527183124739,0.8037701663586987,1.0442307042030614,0.6900679335835321
315,972,132,0.9658188178176228,0.5441787849866644,0.7628242517693345,0.4800987171218292,0.28640390922082104,0.7028838489033248,0.6065618146306966,0.6272430446908192,0.5240501599819372,0.48495125249652593
1097,133,133,0.5161903408525069,0.6231207260353643,1.0297743876133172,0.8857423017382469,0.9231330095527843,1.0558239865085617,1.3022344784253992,0.823013677330224,1.1925806606877707,1.1524763645809413
354,136,136,1.035243972504933,0.8918039917117543,0.9448916219856988,1.215479794837564,0.923709844306096,0.9368053775517867,0.9409849291142808,0.8639035389170666,0.814554334546757,0.8725433565183842
1089,918,139,0.9230009872896835,0.8195168349608374,1.0132882155293266,0.8090678220793356,0.7848277809449026,0.8814638119739258,0.7897705179328337,0.9687888118214929,0.899265739436969,0.8473381317640801
73,73,140,0.5364826679828257,1.505327786488553,1.6847430596365025,0.9723740365825615,2.210336921612828,2.1027779938384716,2.031323813850306,1.0157447292103856,3.00188717682618,2.0392789206902786
