treat,,CTR,CTR,CTR,CTR,CTR,HFD,HFD,HFD,HFD,HFD
mouse,,AL1A,CC1A,CC1B,CC2B,CC3A,HF1A,HF1B,HF2B,HF3A,HF3B
coarse,mid,,,,,,,,,,
315,184,1.0337698733800684,0.8765784879604461,1.108232913791785,1.0114732055910376,0.7987857364887533,0.7789566337836684,0.7837124277470251,1.0083965350039186,0.6357805378176272,0.8603732443018421
315,985,1.0635868869131282,1.181071721433845,1.006446613078154,0.8898514813783033,0.9199805003105231,0.9900246458342554,1.059598730759035,0.9432136346871872,1.008813089869874,1.128212078281624
315,993,1.0374347386979719,0.9706970706231635,0.9942259390034107,0.8900492624494735,1.0403210912137908,0.8658554765332209,1.0177097107427138,0.8874157123193083,0.9075465928815355,1.107224527058447
315,353,1.3190704462565617,1.4031193684311405,1.3357737161611105,1.2177248089586172,1.1304050714121112,1.2604685656316161,1.423647013118045,1.0672286624314684,1.4472190922374624,1.6379228337980205
315,329,1.3961611434172154,1.4058914024841722,1.2553304522563042,1.1350019177672028,1.1129064744201098,1.2772423610366397,1.1626678582659595,1.1599696135677608,1.3129994918368142,1.4152546400005435
315,337,1.0941943791699817,1.3276030768816063,1.0808708044494535,1.0537486121603867,1.089084068701042,1.148788171389028,1.18367816385982,1.0696638139494892,1.299052015781429,1.417001010734624
315,345,1.133766505144005,1.3571964693443417,1.1181950505250262,1.0412933391640644,0.9877305700255602,1.217524799669043,1.1977843070843919,1.1096415246214337,1.209617332396081,1.3156902270673414
315,369,1.147935767687495,1.2766886107406041,1.0868933024083738,0.9039172631770868,0.9382068635159231,1.1088712483574488,1.191553968689247,0.981407979657555,1.1094679295855239,1.3816835107176313
315,361,1.4130591882437442,1.0694738234862795,1.2945732555832445,1.0947699481423077,0.8837768175030396,1.0911517239603743,0.9756814426003727,1.0782929659466718,1.326569186045888,1.4198857261942956
