treat,,CTR,CTR,CTR,CTR,CTR,HFD,HFD,HFD,HFD,HFD
mouse,,AL1A,CC1A,CC1B,CC2B,CC3A,HF1A,HF1B,HF2B,HF3A,HF3B
coarse,mid,,,,,,,,,,
315,184,0.9057425577801715,0.7452409395795717,1.2080353455720598,1.2523225825199997,0.5960821508435389,0.7585433915984112,0.7317203996141187,1.2531141541036357,0.81179566610026,1.0147911877933091
315,985,0.8759208861519202,0.8404438740056018,0.6756942261799546,0.6808356339901682,0.7597973727859696,0.7628428830343186,0.974666547854738,0.771494780766506,0.6613700786397169,1.0085016861815215
315,993,0.8283193349685728,0.6682896191255383,0.7080115579603351,0.6216666981728075,0.6737363879824754,0.6264284844033645,0.83114725368212,0.7233621647478392,0.6143052647298423,0.8726640981667584
315,353,1.3822980341779725,1.3282888617410622,1.099839327231019,1.1010983242260899,1.427346097249819,1.5779326064255297,1.7431437161909982,1.0980952525707064,1.5705713211097694,1.6047023801052347
315,329,1.2779493056562234,1.3408143625495519,1.0382495687845088,0.9721681746502885,1.219744596228894,1.2880316591688263,1.3466258400221216,1.177512114019029,1.2066203044593349,1.613494398319865
315,337,0.7393097705036631,0.9335729964248991,0.6731121874012111,0.68749468189102,1.0090284520267936,0.9349829336391114,1.051333049730282,0.902037383852589,1.017428315587985,1.2232134114212143
315,345,0.962225512155721,1.1632335380486685,0.9773557921429562,0.8996673369134544,1.170211553308548,1.1240597119744111,1.1551651478609049,1.04923867538659,1.0698265063697283,1.3529078195361852
315,369,0.9670045707830288,0.966128559545115,0.71347543469749,0.6706286875716931,0.9677001632102198,1.0485464703997514,1.1653683398793833,0.8166303132585129,0.9085455290439935,1.3824546142732128
315,361,0.9321197290762079,0.7062304189999187,0.8304873234581805,0.6664115352383527,0.6918542362504421,0.8298714740874505,0.914053431138389,0.8277644137716363,0.8002756820336714,1.1782855190200925
